path,az_sentence,sentence
common_voice_az_35249812.mp3,Bunların çox hissəsi hətta Ginnesin rekordlar kitabına daxil edilmişdir.,بۇنلارین چوخ حیصّه‌سی حتی گیننئسین رئکوردلار کیتابینا داخیل ائدیلمیشدیر.
common_voice_az_35249813.mp3,Mədəniyyət öz təbiətinə görə tarixi mahiyyət kəsb edir.,مدنیت اؤز طبیعتینه گؤره تاریخی ماهیت کسب ائدیر.
common_voice_az_35249814.mp3,Korinf kanalı vasitəsilə İon dənizinin Korinf körfəzi ilə birləşir.,کوْرینف کانالی واسیطه‌سیله ایوْن دنیزی‌نین کوْرینف کؤرفزی ایله بیرلشیر.
common_voice_az_35249816.mp3,Burada ilkin şeirlərini və avtobioqrafik əsərini qələmə almış və onları mətbuatda çap etdirmişdir.,بۇرادا ایلکین شعرلرینی و آوتوبیوقرافیک اثرینی قلمه آلمیش و اوْنلاری مطبوعاتدا چاپ ائتدیرمیشدیر.
common_voice_az_35249818.mp3,Ticarətlə məşğul olmuşdu.,تیجارتله مشغول اوْلموشدو.
common_voice_az_35249819.mp3,Meyvəçilik də geniş yayılmışdır.,مئیوه‌چیلیک ده گئنیش یاییلمیشدیر.
common_voice_az_35249820.mp3,Aralarında böyük bir dostluq başladı.,آرالاریندا بؤیوک بیر دوْستلوق باشلادی.
common_voice_az_35249821.mp3,Rayonda quraq iqlim hakimdir.,رایوندا قۇراق ایقلیم حاکیمدیر.
common_voice_az_35249837.mp3,"Qrupun adı azərbaycanca ""Dənizin uşaqları"" mənasına gəlir.","قروپون آدی آذربایجانجا ""دنیزین اۇشاقلاری"" معناسینا گلیر."
common_voice_az_35249838.mp3,Kənddə Borsunlu kənd məscidi dini icması fəaliyyət göstərir.,کندده بوْرسونلو کند مسجیدی دینی ایجماعسی فعّالیّت گؤستریر.
common_voice_az_35249839.mp3,Bölgəni sonradan Krım xanlığı idarə edir.,بؤلگه‌نی سوْنرادان کریم خانلیغی ایداره ائدیر.
common_voice_az_35249840.mp3,Partiya lideri vəzifəsi ilə Vilson da müxalifət lideri oldu.,پارتی‌یا لیدئری وظیفه‌سی ایله ویلسون دا مۆخالیفت لیدئری اوْلدو.
common_voice_az_35249853.mp3,İnsan cəmiyyətinin fəaliyyəti min illər ərzində təbii surətdə iqlimin dəyişməsinə gətirib çıxarmışdır.,اینسان جمعیتی‌نین فعّالیّتی مین ایللر عرضینده طبیعی صۇرتده ایقلیمین دییشمه‌سینه گتیریب چؽخارمیشدیر.
common_voice_az_35249855.mp3,Personaj Fransa Müqavimət Hərəkatında iştirak edən dan ilhamlanaraq yaradılmışdır.,پئرسوناژ فرانسا مۆقاویمت حرکاتیندا ایشتیراک ائدن دان ایلهاملاناراق یارادیلمیشدیر.
common_voice_az_35249857.mp3,Yer üzündə pislik çıxarmaq istədiyi zaman bu ruhları göndərir.,یئر اۆزونده پیسلیک چؽخارماق ایسته‌دیگی زامان بو روحلاری گؤندریر.
common_voice_az_35249868.mp3,Bu bölgü forması keçid dövrü iqtisadiyyatının formalaşmasında əsas rol oynayır.,بو بؤلگو فوْرماسی کئچید دؤورو اقتصادیاتی‌نین فوْرمالاشماسیندا اساس روْل اوْیناییر.
common_voice_az_35249869.mp3,Qəsəbədə Bum qəsəbə məscidi dini icması fəaliyyət göstərir.,قصبه‌ده بۇم قصبه مسجیدی دینی ایجماعسی فعّالیّت گؤستریر.
common_voice_az_35249870.mp3,Bu müddət ərzində də həmin planı tədricən yerinə yetirmişdir.,بو مۆدّت عرضینده ده همین پلانی تدریجن یئرینه یئتیرمیشدیر.
common_voice_az_35249871.mp3,Şahın ölümündən sonra Misir prezidenti şah ailəsinə yaşamaları üçün saray ayırdı.,شاهین اؤلوموندن سوْنرا میصیر پرئزیدئنتی شاه عائله‌سینه یاشامالاری اۆچون سارای آییردی.
common_voice_az_35249907.mp3,Göygöl Dövlət qoruğunun iynəyarpaqlı meşələrində rast gəlinir.,گؤیگؤل دؤولت قوْروغونون اینیارپاقلی مئشه‌لرینده راست گلینیر.
common_voice_az_35249908.mp3,Hazırda bu at növü kənd təsərrüfatı işlərində istifadə edilir.,حاضیردا بو آت نؤعو کند تصرّوفاتی ایشلرینده ایستیفاده ائدیلیر.
common_voice_az_35249910.mp3,Fotoqraf ölümünə qədər Vogue moda jurnalına şəkillər çəkmişdir.,فوْتوقراف اؤلومونه قدر ووْگوئ موْدا ژۇرنالینا شکیللر چکمیشدیر.
common_voice_az_35249912.mp3,Aşıq Ziyad ailəli idi.,آشیق زیاد عائله‌لی ایدی.
common_voice_az_35249926.mp3,İlk əvvəllər hökumətə üç nazir rəhbərlik edirdi.,ایلک اوّللر حؤکومته اۆچ ناظیر رهبرلیک ائدیردی.
common_voice_az_35249928.mp3,Görünür şahın qoşun başçıları ilə şəhər nümayəndələri əlbir fəaliyyət göstərdilər.,گؤرونور شاهین قوْشون باشچیلاری ایله شهر نۆماینده‌لری البیر فعّالیّت گؤستردیلر.
common_voice_az_35250020.mp3,Çox soyuq illərdə çiçək tumurcuqları donur.,چوخ سوْیوق ایللرده چیچک تۇمورجوقلاری دوْنور.
common_voice_az_35250021.mp3,Bu ərazi əsas yolların üzərində yerləşirdi.,بو اراضی اساس یوْللارین اۆزرینده یئرلشیردی.
common_voice_az_35250022.mp3,Onlar zülalların sintez mərkəzidir.,اوْنلار زۆلاللارین سینتئز مرکزیدیر.
common_voice_az_35250023.mp3,Bu ay iyun ayında başlayıb iyul ayında sona çatır.,بو آی ایۇن آییندا باشلاییب ایۇل آییندا سوْنا چاتیر.
common_voice_az_35250047.mp3,Bu xalçaların əksəriyyəti toxunduğu kəndin adını daşıyır.,بو خالچالارین اکثریّتی توْخوندوغو کندین آدینی داشی‌ییر.
common_voice_az_35250048.mp3,Xarici ölkələrdə bir neçə məqaləsi nəşr olunmuşdur.,خاریجی اؤلکه‌لرده بیر نئچه مقاله‌سی نشر اوْلونموشدور.
common_voice_az_35250049.mp3,Qəbirlərin əksəriyyətinin yerüstü əlamətləri itmiş və baş daşları torpağın altında qalmışdır.,قبیرلرین اکثریّتی‌نین یئروستو علامتلری ایتمیش و باش داشلاری توْرپاغین آلتیندا قالمیشدیر.
common_voice_az_35250050.mp3,Ancaq bu illərdə ona hər hansı bir ödəniş olduğu məlum deyil.,آنجاق بو ایللرده اوْنا هر هانسی بیر اؤدنیش اوْلدوغو معلوم دئییل.
common_voice_az_35250051.mp3,İqlimi kontinental mülayimdir.,ایقلیمی کوْنتینئنتال مۆلاییمدیر.
common_voice_az_35250060.mp3,Bu növ sürətlə çökən çaylar və bitki örtüyünə malik suları üstün tutur.,بو نؤع سۆرعتله چؤکن چایلار و بیتکی اؤرتوگونه مالیک سۇلاری اۆستون تۇتور.
common_voice_az_35250061.mp3,Həyat yoldaşı və övladı evdən çıxıb gedirlər.,حیات یوْلداشی و اؤولادی ائودن چؽخیب گئدیرلر.
common_voice_az_35250062.mp3,Almaniyada dosent vəzifəsi Azərbaycandakı ilə oxşardır.,آلمانی‌یادا دوْسئنت وظیفه‌سی آذربایجانداکی ایله اوْخشاردیر.
common_voice_az_35250094.mp3,Bu ehtiyac nə vaxt başlayır?,بو احتیاج نه واخت باشلاییر؟
common_voice_az_35250095.mp3,Doğu Türküstan ilə sərhəd olan Qırğızıstan kiçik bir ölkə olduğu üçün Çinin təhdidi altındadır.,دوْغو تۆرکوستان ایله سرحد اوْلان قؽرغیزیستان کیچیک بیر اؤلکه اوْلدوغو اۆچون چینین تهدیدی آلتیندادیر.
common_voice_az_35250097.mp3,Səpələnmiş taxıl və pullar rifah və bolluq əlamətidir.,سپه‌لنمیش تاخیل و پۇللار ریفاه و بوْللوق علامتیدیر.
common_voice_az_35250114.mp3,Bundan sonra Üzeyir Hacıbəyovun Leyli və Məcnun operası səhnəyə qoyulmuşdur.,بۇندان سوْنرا اۆزئییر هاجیبیووون لئیلی و مجنون اوْپراسی صحنه‌یه قوْیولموشدور.
common_voice_az_35250115.mp3,Bəzən üçbucaq formasında olur.,بعضاً اۆچبوجاق فوْرماسیندا اوْلور.
common_voice_az_35250116.mp3,Ovuc içi mənası da mövcuddur.,اوْووج ایچی معناسی دا مؤوجوددور.
common_voice_az_36729339.mp3,Məqbərənin yaxınlığında ölməz şairin yaratdığı əsərləri tərənnüm edən tuncdan abidə yerləşir.,مقبره‌نین یاخینلیغیندا اؤلمز شاعیرین یاراتدیغی اثرلری ترنّوم ائدن تۇنجدان عابیده یئرلشیر.
common_voice_az_36729341.mp3,Bir çox uşaq televiziya proqramlarında aparıcı kimi çıxış edib.,بیر چوخ اۇشاق تئلئویزی‌یا پروقراملاریندا آپاریجی کیمی چؽخیش ائدیب.
common_voice_az_36729342.mp3,Xəzri zamanı Bakı və Sumqayıt şəhərlərinin havası zərərli qaz və tüstüdən təmizlənir.,خزری زامانی باکی و سۇمقاییت شهرلری‌نین هاواسی ضررلی قاز و تۆستودن تمیزلنیر.
common_voice_az_36729343.mp3,Böyük İpək yolunun bir qolu oradan keçirdi.,بؤیوک ایپک یوْلونون بیر قوْلو اوْرادان کئچیردی.
common_voice_az_36729344.mp3,Etiqad haqqında.,اعتیقاد حاقیندا.
common_voice_az_36729345.mp3,Bu dildə yazılan proqram az yer tutur və tez yerinə yetirilir.,بو دیلده یازیلان پروقرام آز یئر تۇتور و تئز یئرینه یئتیریلیر.
common_voice_az_36729346.mp3,Yataqxana Minsk şəhərinin mərkəzində yerləşir.,یاتاقخانا مینسک شهری‌نین مرکزینده یئرلشیر.
common_voice_az_36729348.mp3,Tarixən Azərbaycana gələn səyyahlar və tacirlər də buradan özləri ilə xalça aparmışlar.,تاریخاً آذربایجانا گلن سیّاحلار و تاجیرلر ده بۇرادان اؤزلری ایله خالچا آپارمیشلار.
common_voice_az_36729350.mp3,Yeni birliyə nəzarət Türkmənistanın Mədəniyyət və Televiziya nazirliyinə tapşırılır.,یئنی بیرلی‌یه نظارت تۆرکمنیستانین مدنیت و تئلئویزی‌یا ناظیرلیگینه تاپشیریلیر.
common_voice_az_36729351.mp3,Düşərgədə həlak oldu.,دۆشرگه‌ده هلاک اوْلدو.
common_voice_az_36729352.mp3,Birinci böyük ibadət zalı.,بیرینجی بؤیوک عیبادت زالی.
common_voice_az_36729353.mp3,Ailənin üç oğlu var.,عائله‌نین اۆچ اوْغلو وار.
common_voice_az_36729354.mp3,Teymur ona qarşı olmuş hücumların bir çoxuna rəhbərlik etmişdir.,تئیمور اوْنا قارشی اوْلموش هۆجوملارین بیر چوخونا رهبرلیک ائتمیشدیر.
common_voice_az_36729355.mp3,Kəndin relyefi dağlıqdır.,کندین رئلیئفی داغلیقدیر.
common_voice_az_36729356.mp3,Səsin əks olunmasından naviqasiya işlərində də istifadə olunur.,سسین عکس اوْلونماسیندان ناویقاسی‌یا ایشلرینده ده ایستیفاده اوْلونور.
common_voice_az_36729357.mp3,Belarus milli futbol komandasına namizəd sayılır.,بئلاروس میلّی فۇتبول کوْمانداسینا نامیزد ساییلیر.
common_voice_az_36729359.mp3,İnqilabdan sonra asılmışdır.,اینقیلابدان سوْنرا آسیلمیشدیر.
common_voice_az_36729360.mp3,Dərisi hamardır.,دری‌سی هاماردیر.
common_voice_az_36729362.mp3,Böyük ədədlər arasında sadə ədədi tapmaq üçün böyük sayda hesablama əməliyyatı həyata keçirmək lazımdır.,بؤیوک عددلر آراسیندا ساده عددی تاپماق اۆچون بؤیوک سایدا حسابلاما عملیاتی حیاتا کئچیرمک لازیمدیر.
common_voice_az_36729369.mp3,Su təminatı çaydan çəkilmiş saxsı borular vasitəsiylə həyata keçirilirdi.,سۇ تأمیناتی چایدان چکیلمیش ساخسی بوْرولار واسیطه‌سی‌یله حیاتا کئچیریلیردی.
common_voice_az_36729371.mp3,Onlarla və yüzlərlə fərddən ibarət dəstələrə rast gəlinir.,اوْنلارلا و یۆزلرله فرددن عیبارت دسته‌لره راست گلینیر.
common_voice_az_36729373.mp3,Bakı Kooperativ Texnikumunda təhsilini başa vurmuşdur.,باکی کوْوپئراتیو تکنیکوموندا تحصیلینی باشا وۇرموشدور.
common_voice_az_36729375.mp3,Keçmiş adı Qəhrəmanlı olmuşdur.,کئچمیش آدی قهرمانلی اوْلموشدور.
common_voice_az_36729376.mp3,Bu kitabla bağlı maraqlı bir fakt vardır.,بو کیتابلا باغلی ماراقلی بیر فاکت واردیر.
common_voice_az_36729379.mp3,İldə iki nəsil verir.,ایلده ایکی نسیل وئریر.
common_voice_az_36729380.mp3,Yayda yağın nadir hallarda yağır.,یایدا یاغین نادیر حاللاردا یاغیر.
common_voice_az_36729381.mp3,Sovet kinosunda ilk dəfə olaraq quraşdırılmış səhnələri çəkib.,سوْوئت کینوسوندا ایلک دفعه اوْلاراق قۇراشدیریلمیش صحنه‌لری چکیب.
common_voice_az_36729382.mp3,Adətən buxarlanma dedikdə suyun buxara çevrilməsi başa düşülür.,عادتاً بۇخارلانما دئدیکده سۇیون بۇخارا چئوریلمه‌سی باشا دۆشولور.
common_voice_az_36729383.mp3,Qəsəbə dəniz sahilində yerləşdiyi üçün belə adlandırılmışdır.,قصبه دنیز ساحیلینده یئرلشدیگی اۆچون بئله آدلاندیریلمیشدیر.
common_voice_az_36729384.mp3,Son nəticədə Hacı Murad işğalçıların tərəfinə keçir.,سوْن نتیجه‌ده حاجی مۇراد ایشغالچیلارین طرفینه کئچیر.
common_voice_az_36729385.mp3,Dəfələrlə beynəlxalq turnirlərin qalibi olub.,دفعه‌لرله بئین‌الخالق تۇرنیرلرین قالیبی اوْلوب.
common_voice_az_36729386.mp3,Proses yüksək temperatur və təzyiq altında gedir.,پروسس یۆکسک تئمپئراتور و تضییق آلتیندا گئدیر.
common_voice_az_36729387.mp3,Hesabı ilə qalib gələrək dünya çempionu adını qazanır.,حسابی ایله قالیب گله‌رک دۆنیا چئمپیونو آدینی قازانیر.
common_voice_az_36729390.mp3,Ona bu işdə Hülakü xan yardım etmişdir.,اوْنا بو ایشده هۆلاکو خان یاردیم ائتمیشدیر.
common_voice_az_36729391.mp3,Bu reallığın əsasını sosial faktlar təşkil edir.,بو رئاللیغین اساسینی سوْسیال فاکتلار تشکیل ائدیر.
common_voice_az_36729392.mp3,Hindistanda bir neçə dəfə iki aylıq rəqs kurslarında iştirak edib.,هیندیستاندا بیر نئچه دفعه ایکی آیلیق رقص کۇرسلاریندا ایشتیراک ائدیب.
common_voice_az_36729393.mp3,Astara rayonunda dəfn olunub.,آستارا رایونوندا دفن اوْلونوب.
common_voice_az_36729394.mp3,Ondan bir oğulu olar.,اوْندان بیر اوْغولو اوْلار.
common_voice_az_36729395.mp3,Yer Ayla Günəşin arasındadır.,یئر آیلا گۆنشین آراسیندادیر.
common_voice_az_36729396.mp3,Buna baxmayaraq oğlu haqqında az məlumata sahibdir.,بۇنا باخمایاراق اوْغلو حاقیندا آز معلوماتا صاحیبدیر.
common_voice_az_36729397.mp3,Müxtəlif mədrəsələrdə xidmət etməsinin ardından qazı olaraq təyinat aldı.,مۆختلیف مدرسه‌لرده خیدمت ائتمه‌سی‌نین آردیندان قاضی اوْلاراق تعیینات آلدی.
common_voice_az_36729398.mp3,Təşkilatın hədəfi imperatorun mütləq hakimiyyətini təmin etməkdən ibarət olmuşdur.,تشکیلاتین هدفی ایمپئراتورون مۆطلق حاکمیتینی تأمین ائتمکدن عیبارت اوْلموشدور.
common_voice_az_36729399.mp3,Potsdam şəhərində anadan olmuşdur.,پوْتسدام شهرینده آنادان اوْلموشدور.
common_voice_az_36729400.mp3,Onu və bütün yaxın ətrafını həbs ediblər.,اوْنو و بۆتون یاخین اطرافینی حبس ائدیبلر.
common_voice_az_36729401.mp3,Komandamız ilk görüşünü Ukrayna komandasına qarşı keçirmişdir.,کوْماندامیز ایلک گؤروشونو اۇکراینا کوْمانداسینا قارشی کئچیرمیشدیر.
common_voice_az_36729402.mp3,Gəmidən Karib dənizini səyahət etmək və digər gəmilərlə döyüşmək üçün istifadə ediləcəkdi.,گمیدن کاریب دنیزینی سیاحت ائتمک و دیگر گمیلرله دؤیوشمک اۆچون ایستیفاده ائدیله‌جکدی.
common_voice_az_36729408.mp3,Və Ədəbiyyat Muzeyinin direktor müavini təyin edildi.,و ادبیات مۇزئیی‌نین دیرئکتور مۆعاوینی تعیین ائدیلدی.
common_voice_az_36729409.mp3,Rusiya Yazıçılar Birliyinin üzvüdür.,رۇسیا یازیچیلار بیرلیگینین عۆضوودور.
common_voice_az_36729410.mp3,Verdiyini mənim üçün bərəkətli et.,وئردیگینی منیم اۆچون برکتلی ائت.
common_voice_az_36729412.mp3,"Alimlər ""Qat""ların məzmununun çox emosional və ""insani"" ruhda olduğunu qeyd edirlər.","عالیملر ""قات""لارین مضمونونون چوخ ائموسیونال و ""اینسانی"" روحدا اوْلدوغونو قئید ائدیرلر."
common_voice_az_36729428.mp3,Ölkə rəhbərliyi mövcud problemə Azərbaycan xalqının münasibətini bilmişdi.,اؤلکه رهبرلیگی مؤوجود پروبلئمه آذربایجان خالقی‌نین مۆناسیبتینی بیلمیشدی.
common_voice_az_36729429.mp3,Körfəzin sahilində Türkmənbaşı limanı yerləşir.,کؤرفزین ساحیلینده تۆرکمنباشی لیمانی یئرلشیر.
common_voice_az_36729430.mp3,Bu atomların hər birinin Yaradıcısı Allahdır.,بو آتوملارین هر بیری‌نین یارادیجی‌سی الله‌دیر.
common_voice_az_36729431.mp3,Qaraçı karvansarası əhəng daşından tikilib.,قاراچی کاروانساراسی اهنگ داشیندان تیکیلیب.
